Import Deal ID,Deal Name,Customer Code,Sector,Deal Stage,Deal Status,Deal Value,Win Probability,Tentative Close Date,Tentative Close Period,Actual Close Date,Deal Owner,Created Date,Product or Service,Data Quality Severity,Data Quality Issues,Source Row Number
IMPORT-DEAL-F076154C184E,Naruto,COMPANY_089,Mining,Sales Qualified Lead,Open,489360.0,0.8,2026-02-26,,,OWNER_001,2025-12-26,Service + Spectra,info,[customer_code_normalized] Customer code normalized as 'COMPANY_089' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-F076154C184E due to missing source primary key,2
IMPORT-DEAL-0BBE9EE2868D,Sasuke,COMPANY_091,Mining,Sales Qualified Lead,Open,17616960.0,,2026-02-28,,,OWNER_001,2025-09-15,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_091' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-0BBE9EE2868D due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),3
IMPORT-DEAL-DE84DF555F3B,Sasuke,COMPANY_124,Powerline,Proposal Sent,Open,611700.0,0.5,2026-02-26,,,OWNER_002,2025-11-12,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_124' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-DE84DF555F3B due to missing source primary key,4
IMPORT-DEAL-D1B65447B798,Sakura,COMPANY_046,Powerline,Proposal Sent,Open,2348928.0,0.2,2026-03-20,,,OWNER_002,2025-10-14,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_046' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-D1B65447B798 due to missing source primary key,5
IMPORT-DEAL-612709DCFBC9,Sakura,COMPANY_148,Powerline,Proposal Sent,Open,428190.0,0.8,2026-02-26,,,OWNER_002,2025-10-10,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_148' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-612709DCFBC9 due to missing source primary key,6
IMPORT-DEAL-A692612ECC84,Sakura,COMPANY_047,Powerline,Proposal Sent,Open,2936160.0,0.5,2026-02-12,,,OWNER_002,2025-07-07,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_047' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-A692612ECC84 due to missing source primary key,7
IMPORT-DEAL-7A0B0414EA0C,Sakura,COMPANY_197,Tenders,Feasibility,Open,305850000.0,0.2,2024-09-30,,,OWNER_003,2024-08-30,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_197' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-7A0B0414EA0C due to missing source primary key,8
IMPORT-DEAL-2B7A2BE7F4BC,Sakura,COMPANY_177,Powerline,Project On Hold,On Hold,,0.5,2025-06-11,,,OWNER_001,2024-11-17,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_177' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-2B7A2BE7F4BC due to missing source primary key | [missing_deal_value] Deal value is missing,9
IMPORT-DEAL-74ECDB95920B,Sakura,COMPANY_094,Renewables,Project On Hold,Open,,0.5,2025-06-12,,,OWNER_001,2024-11-17,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_094' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-74ECDB95920B due to missing source primary key | [missing_deal_value] Deal value is missing,10
IMPORT-DEAL-E04B6D9A9F63,Sakura,COMPANY_178,Renewables,Project On Hold,On Hold,,0.5,2025-06-23,,,OWNER_001,2024-08-09,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_178' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-E04B6D9A9F63 due to missing source primary key | [missing_deal_value] Deal value is missing,11
IMPORT-DEAL-E8A9B654ED92,Sakura,COMPANY_149,Software & DSP,Work Order Received,Open,4281900.0,0.8,2026-01-31,,,OWNER_004,2025-11-19,Spectra + DMO,info,[customer_code_normalized] Customer code normalized as 'COMPANY_149' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-E8A9B654ED92 due to missing source primary key,12
IMPORT-DEAL-3BEEE81B34E5,Sakura,COMPANY_149,Software & DSP,Negotiations,Open,6117000.0,0.2,2026-03-25,,,OWNER_004,2025-11-19,Hardware,info,[customer_code_normalized] Customer code normalized as 'COMPANY_149' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-3BEEE81B34E5 due to missing source primary key,13
IMPORT-DEAL-E050BD82A9FE,Sakura,COMPANY_171,Renewables,Proposal Sent,Open,1835100.0,0.2,2026-02-20,,,OWNER_002,2025-05-21,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_171' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-E050BD82A9FE due to missing source primary key,14
IMPORT-DEAL-477749779B06,Sakura,COMPANY_111,Railways,Proposal Sent,Open,7832265.523200001,0.5,2026-01-31,,,OWNER_003,2025-09-15,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_111' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-477749779B06 due to missing source primary key,15
IMPORT-DEAL-B921FE8E954A,Sakura,COMPANY_111,Railways,Proposal Sent,Open,7832265.523200001,0.5,2026-02-28,,,OWNER_003,2026-01-08,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_111' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-B921FE8E954A due to missing source primary key,16
IMPORT-DEAL-B769FD8076CE,Sakura,COMPANY_111,Railways,Proposal Sent,Open,7832265.523200001,0.5,2026-03-31,,,OWNER_003,2026-01-08,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_111' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-B769FD8076CE due to missing source primary key,17
IMPORT-DEAL-FC90B08094E1,Sakura,COMPANY_149,Software & DSP,Proposal Sent,Open,12234000.0,0.8,2026-02-14,,,OWNER_004,,Dock + DMO + Spectra + Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_149' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-FC90B08094E1 due to missing source primary key,18
IMPORT-DEAL-12F4268F2B72,Sakura,COMPANY_129,Mining,Negotiations,Open,1835100.0,0.8,2026-01-08,,,OWNER_004,2025-11-14,Service + Spectra,info,[customer_code_normalized] Customer code normalized as 'COMPANY_129' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-12F4268F2B72 due to missing source primary key,19
IMPORT-DEAL-7ECCA9239446,Sakura,COMPANY_129,Mining,Proposal Sent,Open,1101060.0,0.5,2026-01-15,,,OWNER_004,2025-11-14,Dock + Spectra + Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_129' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-7ECCA9239446 due to missing source primary key,20
IMPORT-DEAL-ECA5E5714238,Sakura,COMPANY_107,Software & DSP,Proposal Sent,Open,3670200.0,0.5,2026-01-15,,,OWNER_004,2025-11-14,Dock + DMO + Spectra + Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_107' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-ECA5E5714238 due to missing source primary key,21
IMPORT-DEAL-465A5EA99306,Sakura,COMPANY_103,Software & DSP,Proposal Sent,Open,5505300.0,0.2,2026-02-13,,,OWNER_004,2025-11-14,Dock + DMO + Spectra + Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_103' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-465A5EA99306 due to missing source primary key,22
IMPORT-DEAL-B19C9ABDE56C,Sakura,COMPANY_077,Software & DSP,Demo Done,Open,367020.0,0.2,2025-12-15,,,OWNER_004,2025-11-14,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_077' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-B19C9ABDE56C due to missing source primary key,23
IMPORT-DEAL-891C083BC89F,Sakura,COMPANY_026,Construction,Proposal Sent,Open,122340.0,0.8,2026-03-10,,,OWNER_004,2025-11-14,Dock + DMO + Spectra,info,[customer_code_normalized] Customer code normalized as 'COMPANY_026' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-891C083BC89F due to missing source primary key,24
IMPORT-DEAL-0A5D45D96A92,Sakura,COMPANY_193,Mining,Negotiations,Open,122340.0,0.8,2026-01-31,,,OWNER_004,2025-11-14,Service + Spectra,info,[customer_code_normalized] Customer code normalized as 'COMPANY_193' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-0A5D45D96A92 due to missing source primary key,25
IMPORT-DEAL-510BD51EEFEE,Sakura,COMPANY_111,Railways,Sales Qualified Lead,Open,5235907.32,0.5,2026-01-15,,,OWNER_003,2025-11-17,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_111' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-510BD51EEFEE due to missing source primary key,26
IMPORT-DEAL-56510CDF645E,Sakura,COMPANY_169,Renewables,Feasibility,Open,14680800.0,0.8,2026-01-31,,,OWNER_001,2025-11-17,Service + Spectra,info,[customer_code_normalized] Customer code normalized as 'COMPANY_169' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-56510CDF645E due to missing source primary key,27
IMPORT-DEAL-070D5DE06006,Sakura,COMPANY_183,Mining,Negotiations,Open,89308.2,0.8,2025-11-19,,,OWNER_001,2025-11-17,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_183' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-070D5DE06006 due to missing source primary key,28
IMPORT-DEAL-D68409D65BCD,Sakura,COMPANY_009,Renewables,Proposal Sent,Open,2446800.0,0.2,2026-02-15,,,OWNER_003,2025-11-18,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_009' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-D68409D65BCD due to missing source primary key,29
IMPORT-DEAL-9A6090C95E1D,Sakura,COMPANY_052,Railways,Sales Qualified Lead,Open,1223400.0,0.5,2026-02-28,,,OWNER_003,2025-11-18,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_052' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-9A6090C95E1D due to missing source primary key,30
IMPORT-DEAL-F1515FCC887E,Sakura,COMPANY_108,Railways,Sales Qualified Lead,Open,1223400.0,0.5,2026-02-28,,,OWNER_003,2025-11-18,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_108' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-F1515FCC887E due to missing source primary key,31
IMPORT-DEAL-50DB8B32AC74,Kakashi,COMPANY_021,Railways,Sales Qualified Lead,Open,1223400.0,0.2,2026-02-28,,,OWNER_003,2025-11-18,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_021' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-50DB8B32AC74 due to missing source primary key,32
IMPORT-DEAL-E719E013F6C1,Goku,COMPANY_067,Railways,Proposal Sent,Open,2018605.1064000002,0.5,2026-01-31,,,OWNER_003,2025-11-18,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_067' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-E719E013F6C1 due to missing source primary key,33
IMPORT-DEAL-E3F747CCFAD1,Goku,COMPANY_043,Mining,Sales Qualified Lead,Open,1223400.0,0.2,2026-02-28,,,OWNER_003,2025-11-18,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_043' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-E3F747CCFAD1 due to missing source primary key,34
IMPORT-DEAL-0E77C513608F,Luffy,COMPANY_093,Tenders,Negotiations,Open,122340000.0,0.8,2026-02-28,,,OWNER_003,2025-11-18,Service + Spectra,info,[customer_code_normalized] Customer code normalized as 'COMPANY_093' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-0E77C513608F due to missing source primary key,35
IMPORT-DEAL-B73D7A759510,Zoro,COMPANY_067,Railways,Sales Qualified Lead,Open,3058500.0,0.5,2026-01-15,,,OWNER_003,2025-11-18,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_067' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-B73D7A759510 due to missing source primary key,36
IMPORT-DEAL-A77A0B53E26C,Nami,COMPANY_110,Tenders,Proposal Sent,Open,91755000.0,0.2,2026-01-15,,,OWNER_004,2025-11-19,Service + Spectra,info,[customer_code_normalized] Customer code normalized as 'COMPANY_110' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-A77A0B53E26C due to missing source primary key,37
IMPORT-DEAL-C9C5F1B8CC74,Sanji,COMPANY_048,Surveillance,Negotiations,Open,7340400.0,0.5,2026-02-15,,,OWNER_003,2025-11-19,Dock + DMO,info,[customer_code_normalized] Customer code normalized as 'COMPANY_048' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-C9C5F1B8CC74 due to missing source primary key,38
IMPORT-DEAL-AF5AD7F3C16D,Sanji,COMPANY_124,Tenders,Proposal Sent,Open,12019562.448,0.5,2026-01-30,,,OWNER_002,2025-11-20,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_124' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-AF5AD7F3C16D due to missing source primary key,39
IMPORT-DEAL-20338B8FD65A,Rukia,COMPANY_087,Renewables,Demo Done,Open,3058500.0,0.8,2026-04-01,,,OWNER_001,2025-11-26,Service + Spectra,info,[customer_code_normalized] Customer code normalized as 'COMPANY_087' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-20338B8FD65A due to missing source primary key,40
IMPORT-DEAL-E3A042907F13,Rukia,COMPANY_095,Renewables,Demo Done,Open,1835100.0,0.8,2026-02-10,,,OWNER_001,2025-11-26,Service + Spectra,info,[customer_code_normalized] Customer code normalized as 'COMPANY_095' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-E3A042907F13 due to missing source primary key,41
IMPORT-DEAL-2D91903C29D8,Light Yagami,COMPANY_007,Mining,Proposal Sent,Open,6117000.0,0.5,2026-03-31,,,OWNER_003,2025-12-01,Spectra Deal,info,[customer_code_normalized] Customer code normalized as 'COMPANY_007' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-2D91903C29D8 due to missing source primary key,42
IMPORT-DEAL-773C23C2D5FD,Light Yagami,COMPANY_067,Railways,Negotiations,Open,7340400.0,0.5,2026-02-28,,,OWNER_003,2025-12-08,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_067' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-773C23C2D5FD due to missing source primary key,43
IMPORT-DEAL-AC8464462E35,Eren Yeager,COMPANY_068,Railways,Negotiations,Open,5872320.0,0.5,2026-01-31,,,OWNER_003,2025-12-08,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_068' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-AC8464462E35 due to missing source primary key,44
IMPORT-DEAL-0744F553DA82,Mikasa,COMPANY_050,Renewables,Negotiations,Open,611696.3298000001,0.2,2025-12-15,,,OWNER_001,2025-12-08,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_050' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-0744F553DA82 due to missing source primary key,45
IMPORT-DEAL-4ABC1FFA02C2,Levi,COMPANY_051,Railways,Negotiations,Open,841699.2000000001,0.8,2026-01-15,,,OWNER_003,2025-12-08,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_051' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-4ABC1FFA02C2 due to missing source primary key,46
IMPORT-DEAL-7B324DDA7234,Tanjiro,COMPANY_161,Railways,Negotiations,Open,489360.0,0.8,2026-01-31,,,OWNER_003,2026-01-08,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_161' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-7B324DDA7234 due to missing source primary key,47
IMPORT-DEAL-A85894F8FAC1,Tanjiro,COMPANY_186,Mining,Proposal Sent,Open,489360.0,0.8,2026-01-31,,,OWNER_003,2026-01-08,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_186' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-A85894F8FAC1 due to missing source primary key,48
IMPORT-DEAL-9A465D23F196,Tanjiro,COMPANY_038,,Lead Generated,Open,,,,,,OWNER_001,2026-01-08,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_038' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-9A465D23F196 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed) | [missing_exact_close_date] Tentative close date is missing,49
IMPORT-DEAL-442154D0F312,Tanjiro,COMPANY_039,,Lead Generated,Open,2079780.0,0.8,2026-01-13,,,OWNER_001,2026-01-08,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_039' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-442154D0F312 due to missing source primary key,50
IMPORT-DEAL-DAFA99E47EDF,Tanjiro,COMPANY_136,,Lead Generated,Open,1468080.0,0.8,2026-01-31,,,OWNER_001,2026-01-08,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_136' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-DAFA99E47EDF due to missing source primary key,51
IMPORT-DEAL-28A9AF47EC38,Zenitsu,COMPANY_190,Others,Not Relevant Currently,Dead,,,2024-10-31,,,OWNER_003,2024-09-12,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_190' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-28A9AF47EC38 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),53
IMPORT-DEAL-38A181EA5FB9,Inosuke,COMPANY_186,Others,Not Relevant Currently,Dead,,,2024-10-31,,,OWNER_003,2024-09-12,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_186' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-38A181EA5FB9 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),54
IMPORT-DEAL-80B80CB32D11,Gojo,COMPANY_101,Railways,Proposal Sent,Dead,13457400.0,,2025-06-30,,,OWNER_005,2025-06-01,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_101' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-80B80CB32D11 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),55
IMPORT-DEAL-CBE0DF2278AF,Yuji Itadori,COMPANY_172,Mining,Project Lost,Dead,,,2025-06-19,,,,2024-08-09,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_172' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-CBE0DF2278AF due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),56
IMPORT-DEAL-8E12F5831F23,Yuji Itadori,COMPANY_172,Mining,Project Lost,Dead,,,2025-06-19,,,,2024-08-16,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_172' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-8E12F5831F23 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),57
IMPORT-DEAL-395EAAA00BFA,Yuji Itadori,COMPANY_118,Construction,Project Lost,Dead,,,2025-05-31,,,OWNER_006,2025-04-25,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_118' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-395EAAA00BFA due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),58
IMPORT-DEAL-F2122BA8DC97,Yuji Itadori,COMPANY_148,Powerline,Not Relevant,Dead,34866900.0,,2025-05-31,,,OWNER_002,2025-04-25,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_148' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-F2122BA8DC97 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),59
IMPORT-DEAL-2E9BF0BC7001,Megumi,COMPANY_070,Powerline,Not Relevant Currently,Dead,97872.0,,2025-05-31,,,OWNER_002,2025-04-25,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_070' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-2E9BF0BC7001 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),60
IMPORT-DEAL-EEEEB4C93A15,Nobara,COMPANY_146,Renewables,Project Lost,Dead,,,2025-06-23,,,OWNER_006,2025-04-30,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_146' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-EEEEB4C93A15 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),61
IMPORT-DEAL-46517047A7D0,Saitama,COMPANY_014,Powerline,Demo Done,Dead,,,2025-05-31,,,OWNER_006,2025-04-30,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_014' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-46517047A7D0 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),62
IMPORT-DEAL-800762B5BDEA,Genos,COMPANY_168,Powerline,Not Relevant Currently,Dead,53217.9,,2025-06-30,,,OWNER_002,2025-05-05,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_168' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-800762B5BDEA due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),63
IMPORT-DEAL-993A80D2AD9C,Finn the Human,COMPANY_186,Mining,Invoice Sent,Dead,,,2024-11-25,,,,2024-08-16,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_186' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-993A80D2AD9C due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),64
IMPORT-DEAL-8DF8EA70CDA9,Edward Elric,COMPANY_179,Powerline,Project Lost,Dead,,,2025-06-23,,,OWNER_002,2025-05-05,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_179' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-8DF8EA70CDA9 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),65
IMPORT-DEAL-7CA8F7C6ED3F,Alphonse,COMPANY_078,Railways,Demo Done,Dead,,,2024-09-30,,,OWNER_007,2024-08-16,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_078' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-7CA8F7C6ED3F due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),66
IMPORT-DEAL-23B659CCC453,Alphonse,COMPANY_058,Renewables,Project Lost,Dead,244680.0,,2025-01-14,,,OWNER_003,2024-08-19,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_058' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-23B659CCC453 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),67
IMPORT-DEAL-4FC3C25D64F6,Alphonse,COMPANY_143,Renewables,Project Lost,Dead,611700.0,,2025-01-14,,,OWNER_003,2024-08-19,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_143' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-4FC3C25D64F6 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),68
IMPORT-DEAL-A09D1BCBDEB4,Alphonse,COMPANY_071,Renewables,Project Lost,Dead,489360.0,,2025-01-14,,,OWNER_003,2024-08-19,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_071' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-A09D1BCBDEB4 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),69
IMPORT-DEAL-446D10571E62,Alphonse,COMPANY_063,Mining,Project On Hold,Dead,256914000.0,,2025-05-13,,,OWNER_003,2024-08-19,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_063' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-446D10571E62 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),70
IMPORT-DEAL-85C467E15721,Alphonse,COMPANY_045,Others,Project On Hold,Dead,6117000.0,,2025-05-13,,,OWNER_003,2024-08-21,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_045' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-85C467E15721 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),71
IMPORT-DEAL-6873A140E19E,Alphonse,COMPANY_120,Mining,Project On Hold,Dead,,,2025-05-13,,,OWNER_003,2024-08-19,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_120' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-6873A140E19E due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),72
IMPORT-DEAL-37A2FBE6B625,Alphonse,COMPANY_074,Others,Project On Hold,Dead,,,2025-05-13,,,OWNER_003,2024-08-22,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_074' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-37A2FBE6B625 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),73
IMPORT-DEAL-AC676CAE5559,Alphonse,COMPANY_005,Construction,Demo Done,Dead,,,2024-09-30,,,OWNER_006,2024-08-22,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_005' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-AC676CAE5559 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),74
IMPORT-DEAL-B9C12B3A3B38,Alphonse,COMPANY_115,Renewables,Not Relevant Currently,Dead,,,2024-09-30,,,OWNER_003,2024-08-27,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_115' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-B9C12B3A3B38 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),75
IMPORT-DEAL-0CE66CB6A8B0,Alphonse,COMPANY_080,Others,Not Relevant Currently,Dead,,,2024-09-30,,,OWNER_003,2024-08-30,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_080' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-0CE66CB6A8B0 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),76
IMPORT-DEAL-ABA0B99E781C,Alphonse,COMPANY_057,Renewables,Not Relevant,Dead,807444.0,,2024-11-13,,,OWNER_003,2024-09-12,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_057' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-ABA0B99E781C due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),77
IMPORT-DEAL-869BDF779A30,Alphonse,COMPANY_148,Renewables,Not Relevant Currently,Dead,,,2024-10-31,,,OWNER_003,2024-09-16,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_148' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-869BDF779A30 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),78
