Import Deal ID,Deal Name,Customer Code,Sector,Deal Stage,Deal Status,Deal Value,Win Probability,Tentative Close Date,Tentative Close Period,Actual Close Date,Deal Owner,Created Date,Product or Service,Data Quality Severity,Data Quality Issues,Source Row Number
IMPORT-DEAL-4D31912233F2,Rafiki,COMPANY_005,Mining,Work Order Received,Won,183510.0,,2025-05-22,,,OWNER_003,2025-05-17,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_005' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-4D31912233F2 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),299
IMPORT-DEAL-4A1C16264AC1,Rafiki,COMPANY_005,Mining,Work Order Received,Won,721806.0,,2025-05-22,,,OWNER_003,2025-05-17,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_005' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-4A1C16264AC1 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),300
IMPORT-DEAL-77D83CA622F4,Rafiki,COMPANY_005,Mining,Work Order Received,Won,550530.0,,2025-05-30,,,OWNER_003,2025-05-17,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_005' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-77D83CA622F4 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),301
IMPORT-DEAL-87A557ED4F07,Rafiki,COMPANY_005,Mining,Work Order Received,Won,2960628.0,,2025-05-22,,,OWNER_003,2025-05-17,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_005' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-87A557ED4F07 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),302
IMPORT-DEAL-3AF155D3AE37,Rafiki,COMPANY_169,Powerline,Work Order Received,Won,,0.8,2025-06-19,,,OWNER_001,2025-06-11,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_169' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-3AF155D3AE37 due to missing source primary key | [missing_deal_value] Deal value is missing,303
IMPORT-DEAL-B061A716B168,Rafiki,COMPANY_037,Renewables,Work Order Received,Won,,,2025-07-31,,,OWNER_001,2025-06-11,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_037' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-B061A716B168 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),304
IMPORT-DEAL-763C5388DF91,Scar,COMPANY_037,Renewables,Work Order Received,Won,,,2025-07-31,,,OWNER_001,2025-06-11,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_037' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-763C5388DF91 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),305
IMPORT-DEAL-FC5BCE1757F6,Optimus Prime,COMPANY_005,Construction,Project Won,Won,275265.0,,2025-07-04,,,OWNER_003,2025-06-11,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_005' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-FC5BCE1757F6 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),306
IMPORT-DEAL-38D66934F31E,Megatron,COMPANY_005,Construction,Work Order Received,Won,685104.0,,2025-07-31,,,OWNER_003,2025-06-11,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_005' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-38D66934F31E due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),307
IMPORT-DEAL-15D99908C84D,Iroh,COMPANY_186,Mining,Work Order Received,Won,,,2025-07-31,,,OWNER_001,2025-06-12,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_186' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-15D99908C84D due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),308
IMPORT-DEAL-78B8F1E94EEA,Appa,COMPANY_038,Renewables,Work Order Received,Won,,,2025-07-31,,,OWNER_001,2025-06-12,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_038' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-78B8F1E94EEA due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),309
IMPORT-DEAL-E0742A922E17,Pikachu,COMPANY_152,Renewables,Work Order Received,Won,214095.0,,2025-08-31,,,OWNER_003,2025-07-28,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_152' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-E0742A922E17 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),310
IMPORT-DEAL-0395FE9AE91E,Ash Ketchum,COMPANY_133,Renewables,Project Won,Won,489360.0,,2025-08-31,,,OWNER_003,2025-07-28,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_133' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-0395FE9AE91E due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),311
IMPORT-DEAL-FDF3BBB1C034,Charmander,COMPANY_133,Renewables,Work Order Received,Won,746274.0,,2025-08-31,,,OWNER_003,2025-07-28,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_133' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-FDF3BBB1C034 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),312
IMPORT-DEAL-3B233C0470A7,Squirtle,COMPANY_031,Renewables,Project Won,Won,489360.0,,2025-08-31,,,OWNER_003,2025-07-28,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_031' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-3B233C0470A7 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),313
IMPORT-DEAL-4366B23697E4,Bulbasaur,COMPANY_007,Renewables,Project Won,Won,2424950.076,,2025-09-15,,,OWNER_003,2025-07-28,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_007' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-4366B23697E4 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),314
IMPORT-DEAL-77F00DAFA5CD,Bulbasaur,COMPANY_011,Railways,Work Order Received,Won,14277078.0,,2025-08-31,,,OWNER_003,2025-07-28,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_011' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-77F00DAFA5CD due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),315
IMPORT-DEAL-6C93B6E86941,Bulbasaur,COMPANY_061,Railways,Project Won,Won,5020833.600000001,,2025-09-15,,,OWNER_003,2025-07-28,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_061' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-6C93B6E86941 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),316
IMPORT-DEAL-B42D9521B66F,Alias_160,COMPANY_062,Railways,Work Order Received,Won,14552343.0,,2025-08-31,,,OWNER_003,2025-07-28,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_062' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-B42D9521B66F due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),317
IMPORT-DEAL-77A21AE9103A,Alias_160,COMPANY_173,Manufacturing,Project Won,Won,611700.0,,2025-09-15,,,OWNER_003,2025-07-28,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_173' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-77A21AE9103A due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),318
IMPORT-DEAL-9C00A0166898,Alias_160,COMPANY_004,Mining,Work Order Received,Won,91755.0,,2025-08-31,,,OWNER_003,2025-07-28,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_004' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-9C00A0166898 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),319
IMPORT-DEAL-14D85AD6AA10,Alias_160,COMPANY_111,Railways,Project Won,Won,8719220.736,,2025-10-31,,,OWNER_003,2025-09-15,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_111' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-14D85AD6AA10 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),320
IMPORT-DEAL-4DA43574B009,Alias_160,COMPANY_007,Mining,Project Won,Won,1368079.284,,2025-10-31,,,OWNER_003,2025-09-15,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_007' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-4DA43574B009 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),321
IMPORT-DEAL-BD207508BF82,Alias_160,COMPANY_090,Mining,Work Order Received,Won,,0.8,2025-10-31,,2025-07-18,OWNER_001,2025-09-15,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_090' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-BD207508BF82 due to missing source primary key | [missing_deal_value] Deal value is missing,322
IMPORT-DEAL-140B754759B4,Alias_160,COMPANY_084,Mining,Work Order Received,Won,,0.8,2025-10-31,,2025-09-21,OWNER_001,2025-09-15,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_084' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-140B754759B4 due to missing source primary key | [missing_deal_value] Deal value is missing,323
IMPORT-DEAL-D90364CF6F07,Alias_160,COMPANY_180,Powerline,Work Order Received,Won,54900.6867,0.8,2025-12-31,,2025-12-31,OWNER_002,2025-10-14,Spectra Deal,info,[customer_code_normalized] Customer code normalized as 'COMPANY_180' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-D90364CF6F07 due to missing source primary key,324
IMPORT-DEAL-D83A4D43F711,Alias_160,COMPANY_105,Renewables,Project Won,Won,428190.0,0.8,2025-11-21,,2025-11-21,OWNER_001,2025-11-17,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_105' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-D83A4D43F711 due to missing source primary key,325
IMPORT-DEAL-70AC240F490C,Alias_162,COMPANY_007,Mining,Project Won,Won,305850.0,,2025-11-30,,,OWNER_003,2025-11-18,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_007' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-70AC240F490C due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),326
IMPORT-DEAL-641B700C628A,Alias_162,COMPANY_128,Mining,Invoice Sent,Won,,,2025-07-31,,,OWNER_004,2025-06-22,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_128' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-641B700C628A due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),327
IMPORT-DEAL-18977B5F4BA4,Alias_162,COMPANY_130,Mining,Negotiations,Won,,,2025-09-30,,,OWNER_003,2025-08-25,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_130' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-18977B5F4BA4 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),328
IMPORT-DEAL-B8D1BABD5331,Alias_162,COMPANY_096,Mining,Project Won,Won,140691.0,0.8,2025-12-31,,,OWNER_003,2025-11-18,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_096' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-B8D1BABD5331 due to missing source primary key,329
IMPORT-DEAL-D327B76512F2,Alias_162,COMPANY_104,Railways,Project Won,Won,1223400.0,0.8,2025-11-22,,,OWNER_003,2025-11-18,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_104' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-D327B76512F2 due to missing source primary key,330
IMPORT-DEAL-896A03D93073,Alias_162,COMPANY_038,Renewables,Project Won,Won,483241.77660000004,0.8,2024-12-20,,2025-11-28,OWNER_001,2024-12-12,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_038' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-896A03D93073 due to missing source primary key,331
IMPORT-DEAL-67566767DFC5,Alias_162,COMPANY_124,Powerline,Work Order Received,Won,611700.0,0.8,2025-12-31,,2025-12-31,OWNER_002,2025-06-23,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_124' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-67566767DFC5 due to missing source primary key,332
IMPORT-DEAL-CC81299985EF,Alias_162,COMPANY_086,Mining,Project Won,Won,422073.0,0.8,2025-12-12,,2025-12-17,OWNER_001,2025-12-08,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_086' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-CC81299985EF due to missing source primary key,333
IMPORT-DEAL-1410FCDB6BB1,Alias_162,COMPANY_111,Railways,Project Won,Won,4787115.264,0.8,2025-12-31,,2026-01-12,OWNER_003,2025-11-17,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_111' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-1410FCDB6BB1 due to missing source primary key,334
IMPORT-DEAL-3DA3D6DD38E4,Alias_162,COMPANY_111,Railways,Project Won,Won,4127536.2816000003,0.8,2025-12-16,,2026-01-12,OWNER_003,2025-11-27,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_111' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-3DA3D6DD38E4 due to missing source primary key,335
IMPORT-DEAL-0FBC81D69AD9,Vegeta,COMPANY_182,,Project Won,Won,53217.9,0.8,2025-12-16,,2025-12-12,OWNER_001,2026-01-08,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_182' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-0FBC81D69AD9 due to missing source primary key,336
IMPORT-DEAL-A94CE298FB35,Alias_165,COMPANY_184,,Project Won,Won,51440.2998,0.8,2025-12-16,,2025-12-12,OWNER_001,2026-01-08,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_184' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-A94CE298FB35 due to missing source primary key,337
IMPORT-DEAL-099C5ED77F96,Alias_166,COMPANY_138,,Project Won,Won,367020.0,0.8,2026-01-01,,2026-01-01,OWNER_001,2026-01-08,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_138' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-099C5ED77F96 due to missing source primary key,338
IMPORT-DEAL-0015B597827B,Alias_168,COMPANY_139,,Project Won,Won,294397.7526,0.8,2026-01-01,,2026-01-01,OWNER_001,2026-01-08,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_139' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-0015B597827B due to missing source primary key,339
IMPORT-DEAL-1F613348D1C5,Alias_169,COMPANY_136,,Lead Generated,Open,,0.8,,,2025-01-23,OWNER_001,2026-01-08,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_136' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-1F613348D1C5 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_exact_close_date] Tentative close date is missing,340
IMPORT-DEAL-74021D401333,Alias_170,COMPANY_040,Renewables,Project Won,Won,550530.0,0.8,2025-11-28,,2025-11-28,OWNER_001,2025-11-26,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_040' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-74021D401333 due to missing source primary key,341
IMPORT-DEAL-5FDCB4E91416,Alias_171,COMPANY_041,Renewables,Project Won,Won,473455.8,0.8,2025-11-28,,2025-11-28,OWNER_001,2025-11-26,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_041' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-5FDCB4E91416 due to missing source primary key,342
IMPORT-DEAL-D6BA6066F815,Alias_172,COMPANY_181,Software & DSP,Negotiations,Won,159042.0,0.8,2025-12-02,,2026-01-08,OWNER_004,2025-11-26,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_181' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-D6BA6066F815 due to missing source primary key,343
IMPORT-DEAL-ECD3002C391F,Alias_173,COMPANY_170,Renewables,Project Won,Won,207366.30000000002,0.8,2026-01-31,,2026-01-01,OWNER_001,2026-01-09,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_170' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-ECD3002C391F due to missing source primary key,344
IMPORT-DEAL-AD239C4EE5A3,Alias_174,COMPANY_132,Renewables,Project Won,Won,244680.0,0.8,2026-01-31,,2026-01-15,OWNER_003,2026-01-08,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_132' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-AD239C4EE5A3 due to missing source primary key,345
IMPORT-DEAL-0F350D7584B3,Alias_174,COMPANY_132,Renewables,Project Won,Won,611700.0,0.8,2026-02-28,,2026-01-15,OWNER_003,2026-01-08,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_132' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-0F350D7584B3 due to missing source primary key,346
IMPORT-DEAL-0D0148DF027D,Alias_175,COMPANY_078,Railways,Project Won,Won,1027656.0,0.8,2026-01-15,,2026-01-15,OWNER_003,2025-11-18,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_078' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-0D0148DF027D due to missing source primary key,347
